LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,ALLIANCE - UMNO,RUSHDI B. HJ. ISMAIL,MALE,,71,LOST,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,PMIP,HJ. SAUD BIN SAMAN,MALE,,170,WON,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,ALLIANCE - UMNO,MOHD. ZAIN B. ISMAIL,MALE,,59,LOST,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,ALLIANCE - UMNO,HASMAH BT. AWANG,FEMALE,,58,LOST,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,TOTAL ELECTORATE,,,,275,,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,TURNOUT (%),,,,90.2,,
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN LUAR WARD,ALLIANCE - UMNO,HUSSIN BIN MAHAT,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN LUAR WARD,ALLIANCE - UMNO,HAMAT BIN ABDULLAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN LUAR WARD,ALLIANCE - UMNO,ZAHARAH BINTI HJ. OMAR,FEMALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN TENGAH WARD,ALLIANCE - MCA,TONG HON CHIN,,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN TENGAH WARD,ALLIANCE - MCA,TEH KOK TOH,,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN TENGAH WARD,ALLIANCE - MCA,CHOOK MOK KOON,,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN GEALE WARD,ALLIANCE - UMNO,MARIAM BINTI ABDULLAH,FEMALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN GEALE WARD,ALLIANCE - UMNO,ABD. RAHMAN BIN ABDULLAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KRAI,KAWASAN GEALE WARD,ALLIANCE - UMNO,ROGAYAH BINTI PACHIK MOHD. ,FEMALE,,,WON,Y
